/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_37_193.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_37_193.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_37_193.jpg, 0, 0, 0, 0.001724993
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_37_296.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_37_296.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_37_296.jpg, 0, 0, 0, 0.001813219
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_37_400.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_37_400.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_37_400.jpg, 0, 0, 0, 0.001721629
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_37_503.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_37_503.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_37_503.jpg, 0, 0, 0, 0.001776596
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_37_604.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_37_604.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_37_604.jpg, 0, 0, 0, 0.001695463
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_37_713.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_37_713.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_37_713.jpg, 0, 0, 0, 0.001750973
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_37_814.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_37_814.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_37_814.jpg, 0, 0, 0, 0.001769539
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_37_917.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_37_917.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_37_917.jpg, 0, 0, 0, 0.001756115
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_38_018.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_38_018.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_38_018.jpg, 0, 0, 0, 0.001740723
/Users/stevenkeezer/Desktop/data/IMG/center_2020_12_01_22_08_38_125.jpg, /Users/stevenkeezer/Desktop/data/IMG/left_2020_12_01_22_08_38_125.jpg, /Users/stevenkeezer/Desktop/data/IMG/right_2020_12_01_22_08_38_125.jpg, 0, 0, 0, 0.001733313
